Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
commons-io,org.apache.commons.io.output,AppendableOutputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.AppendableOutputStream
commons-io,org.apache.commons.io.output,AppendableWriterTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.AppendableWriter
commons-io,org.apache.commons.io.output,ChunkedOutputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.ChunkedOutputStream
commons-io,org.apache.commons.io.output,ChunkedOutputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testDefaultBuilder) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setOutputStream; org.apache.commons.io.output.ChunkedOutputStream.builder
commons-io,org.apache.commons.io.output,ChunkedOutputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testNegativeChunkSize) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setOutputStream; org.apache.commons.io.output.ChunkedOutputStream.builder; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.output,ChunkedOutputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testZeroChunkSize) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setOutputStream; org.apache.commons.io.output.ChunkedOutputStream.builder; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.output,CloseShieldOutputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.ByteArrayOutputStream
commons-io,org.apache.commons.io.output,CloseShieldWriterTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.StringBuilderWriter
commons-io,org.apache.commons.io.output,CountingOutputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.CountingOutputStream; org.apache.commons.io.input.NullInputStream
commons-io,org.apache.commons.io.output,DeferredFileOutputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.DeferredFileOutputStream; org.apache.commons.io.output.ByteArrayOutputStream
commons-io,org.apache.commons.io.output,DeferredFileOutputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testAboveThreshold) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.output.DeferredFileOutputStream.builder; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.output,DeferredFileOutputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testAboveThresholdGetInputStream) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.output.DeferredFileOutputStream.builder; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.output,DeferredFileOutputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testAtThreshold) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.output.DeferredFileOutputStream.builder; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.output,DeferredFileOutputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testBelowThreshold) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.output.DeferredFileOutputStream.builder; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.output,DeferredFileOutputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testBelowThresholdGetInputStream) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.output.DeferredFileOutputStream.builder; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.output,DeferredFileOutputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testTempFileAboveThreshold) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.output.DeferredFileOutputStream.builder; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.output,DeferredFileOutputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testTempFileAboveThresholdPrefixOnly) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.output.DeferredFileOutputStream.builder; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.output,DeferredFileOutputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testThresholdReached) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.output.DeferredFileOutputStream.builder; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.output,FileWriterWithEncodingTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.FileWriterWithEncoding
commons-io,org.apache.commons.io.output,FileWriterWithEncodingTest,Law of Demeter violation,The tool detected the smell in this method (constructor_File_existingFile_withContent) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.output.FileWriterWithEncoding.builder; org.apache.commons.io.build.AbstractOriginSupplier.setFile
commons-io,org.apache.commons.io.output,FileWriterWithEncodingTest,Law of Demeter violation,The tool detected the smell in this method (constructorAppend_File_existingFile_withContent) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.output.FileWriterWithEncoding.builder; org.apache.commons.io.build.AbstractOriginSupplier.setFile
commons-io,org.apache.commons.io.output,FileWriterWithEncodingTest,Law of Demeter violation,The tool detected the smell in this method (sameEncoding_Charset_constructor) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractStreamBuilder.setCharset; org.apache.commons.io.output.FileWriterWithEncoding.builder; org.apache.commons.io.build.AbstractOriginSupplier.setFile
commons-io,org.apache.commons.io.output,FileWriterWithEncodingTest,Law of Demeter violation,The tool detected the smell in this method (sameEncoding_CharsetEncoder_constructor) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.output.FileWriterWithEncoding.builder; org.apache.commons.io.build.AbstractOriginSupplier.setFile
commons-io,org.apache.commons.io.output,FileWriterWithEncodingTest,Law of Demeter violation,The tool detected the smell in this method (sameEncoding_string_Charset_constructor) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractStreamBuilder.setCharset; org.apache.commons.io.output.FileWriterWithEncoding.builder
commons-io,org.apache.commons.io.output,LockableFileWriterTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.LockableFileWriter
commons-io,org.apache.commons.io.output,LockableFileWriterTest,Law of Demeter violation,The tool detected the smell in this method (testAlternateLockDir) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractStreamBuilder.setCharset; org.apache.commons.io.build.AbstractOriginSupplier.setFile; org.apache.commons.io.output.LockableFileWriter.builder
commons-io,org.apache.commons.io.output,ProxyCollectionWriterTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.ProxyCollectionWriter; org.apache.commons.io.output.StringBuilderWriter
commons-io,org.apache.commons.io.output,ProxyOutputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.ByteArrayOutputStream
commons-io,org.apache.commons.io.output,ProxyWriterTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.ProxyWriter; org.apache.commons.io.output.StringBuilderWriter
commons-io,org.apache.commons.io.output,QueueOutputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.QueueOutputStream
commons-io,org.apache.commons.io.output,StringBuilderWriterTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.StringBuilderWriter
commons-io,org.apache.commons.io.output,TaggedOutputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.ByteArrayOutputStream; org.apache.commons.io.output.TaggedOutputStream
commons-io,org.apache.commons.io.output,TaggedWriterTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.TaggedWriter; org.apache.commons.io.output.StringBuilderWriter
commons-io,org.apache.commons.io.output,TeeOutputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.TeeOutputStream
commons-io,org.apache.commons.io.output,TeeWriterTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.ProxyCollectionWriter; org.apache.commons.io.output.StringBuilderWriter
commons-io,org.apache.commons.io.output,ThresholdingOutputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.ThresholdingOutputStream
commons-io,org.apache.commons.io.output,UncheckedAppendableTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.UncheckedAppendable
commons-io,org.apache.commons.io.output,UncheckedFilterOutputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.UncheckedFilterOutputStream
commons-io,org.apache.commons.io.output,UncheckedFilterOutputStreamTest,Law of Demeter violation,The tool detected the smell in this method (setUp) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setOutputStream; org.apache.commons.io.output.UncheckedFilterOutputStream.builder
commons-io,org.apache.commons.io.output,UncheckedFilterOutputStreamTest,Law of Demeter violation,The tool detected the smell in this method (setUp) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setOutputStream; org.apache.commons.io.output.UncheckedFilterOutputStream.builder
commons-io,org.apache.commons.io.output,UncheckedFilterOutputStreamTest,Law of Demeter violation,The tool detected the smell in this method (setUp) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setWriter; org.apache.commons.io.output.WriterOutputStream.builder
commons-io,org.apache.commons.io.output,UncheckedFilterWriterTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.UncheckedFilterWriter
commons-io,org.apache.commons.io.output,UncheckedFilterWriterTest,Law of Demeter violation,The tool detected the smell in this method (setUp) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setWriter; org.apache.commons.io.output.UncheckedFilterWriter.builder
commons-io,org.apache.commons.io.output,UncheckedFilterWriterTest,Law of Demeter violation,The tool detected the smell in this method (setUp) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setWriter; org.apache.commons.io.output.UncheckedFilterWriter.builder
commons-io,org.apache.commons.io.output,WriterOutputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.WriterOutputStream
commons-io,org.apache.commons.io.output,WriterOutputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testWithBufferedWrite) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setWriter; org.apache.commons.io.output.WriterOutputStream.builder
commons-io,org.apache.commons.io.output,WriterOutputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testWithSingleByteWrite) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setWriter; org.apache.commons.io.output.WriterOutputStream.builder
commons-io,org.apache.commons.io.output,WriterOutputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testWithSingleByteWrite) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setWriter; org.apache.commons.io.output.WriterOutputStream.builder
commons-io,org.apache.commons.io.output,WriterOutputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testWithSingleByteWrite) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setWriter; org.apache.commons.io.output.WriterOutputStream.builder
commons-io,org.apache.commons.io.output,WriterOutputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testWriteImmediately) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setWriter; org.apache.commons.io.output.WriterOutputStream.builder; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.output,XmlStreamWriterTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.XmlStreamWriter
commons-io,org.apache.commons.io.output,XmlStreamWriterTest,Law of Demeter violation,The tool detected the smell in this method (checkXmlContent) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.output.XmlStreamWriter.builder; org.apache.commons.io.build.AbstractOriginSupplier.setOutputStream
commons-io,org.apache.commons.io.output,XmlStreamWriterTest,Law of Demeter violation,The tool detected the smell in this method (testEmpty) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.output.XmlStreamWriter.builder; org.apache.commons.io.build.AbstractOriginSupplier.setOutputStream
commons-io,org.apache.commons.io.serialization,FullClassNameMatcherTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.serialization.FullClassNameMatcher
commons-io,org.apache.commons.io.serialization,RegexpClassNameMatcherTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.serialization.ClassNameMatcher
commons-io,org.apache.commons.io.serialization,WildcardClassNameMatcherTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.serialization.ClassNameMatcher
commons-io,org.apache.commons.io.input.compatibility,XmlStreamReader,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ENCODING_PATTERN
commons-io,org.apache.commons.io.test,TestUtils,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.ByteArrayOutputStream
commons-io,org.apache.commons.io.jmh.jmh_generated,IOUtilsContentEqualsInputStreamsBenchmark_jmhType_B2,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: setupTrialMutexUpdater; tearTrialMutexUpdater; setupIterationMutexUpdater; tearIterationMutexUpdater; setupInvocationMutexUpdater; tearInvocationMutexUpdater
commons-io,org.apache.commons.io.jmh.jmh_generated,IOUtilsContentEqualsReadersBenchmark_jmhType_B2,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: setupTrialMutexUpdater; tearTrialMutexUpdater; setupIterationMutexUpdater; tearIterationMutexUpdater; setupInvocationMutexUpdater; tearInvocationMutexUpdater
